TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CLSD;0,84;;-1,45;-10,48;1,33;74,23;-1.735,23;-2.217,31;-1,86;-0,61;1,25;;32,20;1,69;-16,93;6,85;-721,42;-91,56;564,57;-0,13;1,13;0,04;30,92;;;-0,08;-0,58;;52.105.620,00
CLSK;3,85;;-5,68;0,98;0,90;43,82;-70,99;-73,22;-27,02;-5,75;0,08;-0,01;4,16;38,66;-0,98;1,41;-17,23;-15,93;-16,22;0,92;0,08;0,22;211,56;;;3,95;-0,68;;587.676.705,00
CLSN;1,96;;-0,53;0,30;0,21;100,00;-4.518,00;-5.229,80;-0,64;0,99;1,60;-0,77;27,83;0,37;-0,68;6,52;-55,59;-40,03;-45,24;0,72;0,28;0,01;0,00;;;6,63;-3,68;;13.913.452,00
CLVR;3,44;;;;;23,93;-385,96;-321,57;;0,06;0,06;-0,11;;;;2,43;-166,89;-132,28;-193,32;0,79;0,21;0,41;;;;;;;0,00
CLVRW;0,02;;;;;23,93;-385,96;-321,57;;0,06;0,06;-0,11;;;;2,43;-166,89;-132,28;-193,32;0,79;0,21;0,41;;;;;;;0,00
CLVS;0,08;;-0,05;-0,03;0,03;72,21;-161,75;-189,37;-0,06;-2,85;-2,80;;0,09;-0,02;-0,05;0,14;-60,28;-72,64;-88,90;-1,21;2,21;0,38;352,98;;;-2,88;-1,74;;11.596.424,00
CLVT;6,74;;-1,08;0,66;0,33;64,94;-154,52;-161,36;-1,38;-2,22;-1,10;0,64;1,74;-56,68;-0,37;0,95;-60,67;-30,71;-35,47;0,51;0,49;0,19;23,72;;;10,26;-6,23;;4.530.769.810,00
CLW;36,33;;8,98;1,00;0,36;13,33;6,33;3,22;2,59;8,47;3,91;0,85;0,29;1,86;-0,55;2,25;11,10;4,00;8,37;0,36;0,64;1,24;3,75;-13,91;;36,77;4,08;;611.346.908,00
CLWT;1,38;;-17,30;0,72;0,50;100,00;100,00;-3,37;;0,22;-0,36;-0,45;0,58;2,09;-1,09;1,80;-4,16;-2,90;123,65;0,70;0,30;0,86;-2,94;-4,84;;1,92;-0,08;;10.658.568,00
CLX;128,69;3,68;107,03;72,49;2,68;39,36;4,44;2,02;28,28;55,23;6,59;9,82;2,16;-179,19;-3,87;0,95;67,73;2,51;9,14;0,04;0,96;1,24;3,83;-28,95;;1,78;1,20;;15.956.218.360,00
CLXT;6,30;;-1,88;11,75;1,54;100,00;-9.979,64;-9.979,64;-2,09;-1,82;0,06;-0,40;187,63;-19,20;-1,77;0,61;-624,90;-82,16;-454,49;0,13;0,87;0,01;-20,93;;;0,54;-3,35;;31.334.310,00
CM;39,08;6,51;7,30;0,95;0,05;80,32;0,00;23,51;;;;-5,65;1,72;1,87;-0,48;1,03;13,07;0,71;;0,05;0,95;0,03;7,25;4,58;;41,07;5,37;;36.102.004.473,00
CMA;40,88;6,82;4,28;0,97;0,06;0,00;44,34;26,47;2,43;-6,16;-8,70;-3,30;1,13;;-0,06;;22,66;1,40;11,59;0,06;0,94;0,05;2,60;9,30;;42,46;9,62;;5.387.023.320,00
CMBM;7,15;;9,43;1,29;0,71;50,04;7,23;6,97;6,54;8,77;-0,26;-0,04;0,66;1,54;-3,21;2,45;13,68;7,52;11,32;0,55;0,45;1,08;6,50;17,22;;5,58;0,76;;197.379.325,00
CMC;49,68;1,29;6,03;1,45;0,89;21,06;14,10;10,72;3,94;5,10;0,54;0,17;0,65;2,54;-1,72;3,68;23,97;14,79;19,49;0,62;0,38;1,38;18,32;92,27;;34,45;8,26;;5.784.425.439,00
CMCL;9,70;5,69;6,71;0,96;0,85;46,97;38,83;20,45;;3,29;-0,20;-0,05;1,37;7,36;-1,05;2,50;14,23;12,67;17,91;0,89;0,11;0,62;15,29;13,96;;10,31;1,47;;186.316.451,00
CMCM;1,92;;-1,04;0,11;0,07;67,16;-29,26;-44,75;;6,45;8,05;-0,55;0,47;0,29;-0,15;1,92;-10,45;-7,05;-7,24;0,67;0,33;0,16;-30,13;;;17,60;-1,84;;57.505.344,00
CMCO;35,47;0,79;20,57;1,20;0,55;36,39;10,53;5,18;7,03;14,86;4,72;0,56;1,07;4,05;-0,75;1,95;5,82;2,65;5,58;0,46;0,54;0,51;2,21;17,03;;29,49;1,72;;1.016.847.300,00
CMCSA;44,90;2,49;28,53;2,21;0,71;69,65;12,38;5,40;6,39;18,81;6,40;1,14;1,54;-23,20;-0,78;0,76;7,74;2,48;5,41;0,32;0,68;0,46;7,39;-25,07;;20,39;1,58;;185.218.467.210,00
CMD;80,37;;68,71;4,38;1,76;47,35;11,54;4,57;16,62;32,36;5,12;0,82;3,14;9,34;-2,55;2,58;6,37;2,56;6,67;0,40;0,60;0,56;12,45;-22,01;;18,36;1,17;;3.577.534.001,37
CME;201,51;4,37;24,63;2,60;0,48;100,00;79,59;57,94;16,47;18,32;0,38;0,06;14,27;;-0,48;;10,57;1,94;10,05;0,18;0,82;0,03;6,60;-7,91;;77,33;8,18;;72.471.496.485,00
CMFNL;25,08;;;;;100,00;-55,43;-94,46;;-12,18;-12,18;1,37;;;;;-19,10;-7,67;-4,64;0,40;0,60;0,08;;;;;;;0,00
CMG;1.839,46;;45,60;18,36;6,73;25,67;15,81;12,00;28,72;33,61;-0,92;-0,49;5,47;88,49;-8,47;1,58;40,27;14,75;40,27;0,37;0,63;1,23;14,04;38,53;;100,29;40,39;;50.697.732.520,00
CMI;231,53;2,74;12,99;3,19;1,04;23,72;11,49;7,89;7,09;10,34;1,46;0,52;1,03;7,56;-2,02;1,40;24,58;8,01;16,24;0,33;0,67;1,01;6,57;16,58;;72,98;17,94;;32.852.211.903,00
CMLF;11,72;;-11,08;129,73;1,46;;;;-11,08;-11,07;0,01;-0,13;;-1.135,95;-1,46;0,62;-1.170,58;-13,19;-1.170,58;0,01;0,32;0,00;;;;0,09;-1,06;;648.629.336,00
CMLFU;13,62;;-12,88;150,76;1,70;;;;-12,88;-11,07;0,01;-0,13;;-1.320,11;-1,70;0,62;-1.170,58;-13,19;-1.170,58;0,01;0,32;0,00;;;;0,09;-1,06;;648.629.336,00
CMLFW;3,96;;-3,74;43,83;0,49;;;;-3,74;-11,07;0,01;-0,13;;-383,82;-0,50;0,62;-1.170,58;-13,19;-1.170,58;0,01;0,32;0,00;;;;0,09;-1,06;;648.629.336,00
CMLS;4,90;;-5,71;0,21;0,05;61,67;6,12;-1,56;0,69;12,06;10,61;1,54;0,09;0,53;-0,06;2,13;-3,70;-0,92;5,16;0,25;0,75;0,59;-3,44;;;23,03;-0,85;;80.191.368,00
CMP;27,46;2,18;108,09;2,11;0,66;18,70;8,20;0,86;5,50;17,95;6,62;1,24;0,93;3,97;-0,95;2,16;1,96;0,61;5,48;0,31;0,69;0,70;-1,83;;;13,04;0,26;;1.134.110.536,00
CMPI;10,50;;-3,66;4,21;3,46;;;;-3,71;-2,71;0,95;-1,09;;4,61;-47,87;5,20;-114,80;-94,32;-114,80;0,82;0,18;0,00;;;;2,50;-2,87;;231.401.100,00
CMPR;71,95;;-10,16;-3,03;1,02;46,73;2,68;-6,04;7,71;40,76;17,79;;0,61;-9,25;-1,34;0,68;-29,85;-10,03;-7,19;-0,34;1,33;1,66;3,50;;;-23,64;-7,05;;1.896.774.680,00
CMPS;7,50;;-3,42;2,09;1,66;;;;-3,45;-2,22;1,19;-0,72;;1,92;-21,43;15,15;-61,20;-48,53;-52,35;0,79;0,21;0,00;;;;3,63;-2,22;;345.663.160,00
CMRE;9,55;4,79;2,30;0,61;0,24;72,24;55,38;43,33;;4,57;2,78;0,93;1,00;3,14;-0,29;1,76;26,26;10,31;14,81;0,39;0,61;0,24;21,98;50,08;;15,88;4,17;;1.124.661.344,00
CMRX;0,97;;0,48;0,38;0,36;99,01;535,93;535,82;0,49;-0,65;-1,13;-0,91;2,55;0,44;-2,91;13,79;80,52;74,85;79,94;0,93;0,07;0,14;49,73;;;2,53;2,04;;85.926.092,00
CMS;52,69;3,64;21,15;2,15;0,48;32,72;17,16;8,94;6,05;21,54;10,53;2,06;1,89;-114,88;-0,52;0,95;10,19;2,26;5,78;0,22;0,76;0,25;5,48;12,00;;24,49;2,50;;15.373.997.090,00
CMSA;22,13;6,35;8,87;0,90;0,20;32,72;17,16;8,94;2,54;21,54;10,53;2,06;0,79;-48,18;-0,22;0,95;10,19;2,26;5,78;0,22;0,76;0,25;5,48;12,00;;24,49;2,50;;15.373.997.090,00
CMSC;22,80;8,03;9,16;0,93;0,21;32,72;17,16;8,94;2,62;21,54;10,53;2,06;0,82;-49,75;-0,22;0,95;10,19;2,26;5,78;0,22;0,76;0,25;5,48;12,00;;24,49;2,50;;15.373.997.090,00
CMSD;23,12;6,35;9,27;0,94;0,21;32,72;17,16;8,94;2,65;21,54;10,53;2,06;0,83;-50,38;-0,23;0,95;10,19;2,26;5,78;0,22;0,76;0,25;5,48;12,00;;24,49;2,50;;15.373.997.090,00
CMTL;8,59;2,33;-8,41;0,54;0,24;34,36;-3,47;-5,40;8,85;-20,62;-7,50;0,31;0,45;2,92;-0,34;1,39;-6,47;-2,88;-3,34;0,45;0,44;0,53;-2,45;;;15,81;-1,02;;240.639.783,00
CMU;3,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNA;39,65;9,15;11,27;1,23;0,17;45,86;10,42;7,63;8,98;9,54;1,29;0,19;0,86;;-0,17;;10,96;1,52;8,44;0,14;0,86;0,20;4,48;-0,11;;32,22;3,53;;10.764.043.958,00
CNBKA;115,29;;14,29;1,59;0,09;0,00;35,57;27,71;10,76;-51,82;-62,95;-9,01;3,96;;-0,09;;11,15;0,63;6,35;0,06;0,94;0,02;9,65;12,89;;72,37;8,07;;641.923.191,00
CNC;69,04;;13,85;1,46;0,45;22,15;3,08;1,83;6,29;8,38;0,18;0,03;0,25;;-0,45;;10,57;3,27;7,44;0,31;0,69;1,79;24,47;7,74;;47,41;5,01;;37.389.138.760,00
CNCE;8,37;;-3,18;3,01;2,34;100,00;-303.057,14;-300.735,71;-3,19;-1,98;1,17;-1,12;9.553,40;2,87;-28,79;9,03;-94,78;-73,81;-95,51;0,78;0,22;0,00;184,76;;;2,78;-2,63;;401.242.734,00
CNDT;3,52;;-2,31;0,82;0,22;22,11;-6,74;-8,71;-54,59;-6,18;-3,18;0,88;0,20;1,06;-0,39;1,91;-35,71;-9,59;-12,58;0,27;0,69;1,10;-8,52;;;4,26;-1,52;;766.457.824,00
CNET;0,92;;-0,67;0,68;0,41;-2,42;-35,67;-35,67;-0,86;-0,47;0,20;-0,20;0,24;1,21;-1,14;2,10;-101,22;-60,98;-101,24;0,60;0,40;1,71;-10,87;;;1,36;-1,37;;6.628.140,00
CNF;3,68;;-72,00;0,44;0,13;55,44;0,00;-1,24;;;;1,40;0,90;0,17;-0,56;531,87;-0,61;-0,18;;0,29;0,71;0,14;-13,23;-24,95;;8,39;-0,05;;252.382.496,00
CNFR;1,19;;-4,62;0,86;0,05;9,60;-9,14;-3,02;-1,55;-0,24;1,29;-0,73;0,14;;-0,05;;-18,69;-1,06;-30,10;0,06;0,94;0,35;1,61;;;1,38;-0,26;;14.545.251,00
CNFRL;24,78;6,79;-96,43;18,02;1,02;9,60;-9,14;-3,02;-32,34;-0,24;1,29;-0,73;2,91;;-1,02;;-18,69;-1,06;-30,10;0,06;0,94;0,35;1,61;;;1,38;-0,26;;14.545.251,00
CNHI;12,26;3,20;7,20;2,19;0,38;28,83;15,14;9,14;3,79;9,95;5,61;2,83;0,66;4,86;-1,58;1,12;30,39;5,34;9,27;0,18;0,82;0,58;-3,19;49,47;;5,63;1,71;;16.359.833.520,00
CNI;109,74;2,08;18,88;4,29;1,84;73,13;39,77;30,01;11,36;16,24;2,07;0,62;5,67;2.949,79;-1,97;1,01;22,73;9,76;13,76;0,43;0,57;0,33;5,17;7,54;;25,71;5,84;;71.945.544.000,00
CNK;18,21;;-282,56;9,01;0,45;37,38;6,41;-0,28;5,79;22,00;9,66;7,09;0,79;9,55;-0,57;1,31;-3,19;-0,16;6,25;0,05;0,95;0,58;-3,88;;;2,01;-0,06;;2.214.947.856,00
CNMD;101,47;0,79;35,37;4,00;1,34;53,51;5,55;7,75;22,20;65,32;16,02;1,30;2,74;11,90;-1,83;1,74;11,32;3,80;0,00;0,34;0,66;0,49;5,59;;;25,38;2,87;;3.119.167.506,00
CNNB;13,70;;62,72;0,99;0,14;93,34;0,00;4,10;;;;-0,01;2,57;1,15;-1,60;1,15;1,58;0,22;;0,14;0,86;0,05;17,60;17,11;;13,83;0,22;;39.513.540,00
CNNE;19,29;;-167,03;0,55;0,47;14,24;33,65;-1,36;5,62;6,60;-0,11;-0,01;2,26;22,83;-0,51;1,49;-0,33;-0,28;7,01;0,87;0,13;0,21;-10,56;;;35,33;-0,12;;1.415.343.951,00
CNO;24,05;2,41;51,34;1,36;0,08;43,76;6,91;1,36;10,08;22,73;12,66;1,71;0,70;;-0,08;;2,66;0,16;4,20;0,06;0,94;0,11;-3,60;17,71;;17,66;0,47;;2.717.570.635,00
CNOB;17,75;3,65;6,82;0,58;0,07;0,00;38,31;22,12;3,83;3,22;-0,70;-0,10;1,51;;-0,07;;8,48;1,05;6,76;0,12;0,88;0,05;15,35;23,71;;30,80;2,61;;691.151.275,00
CNP;26,68;2,81;23,09;1,63;0,44;37,75;17,66;7,88;5,72;20,58;10,27;1,62;1,82;-44,13;-0,48;0,88;7,04;1,92;4,85;0,27;0,73;0,24;-0,62;-10,02;;16,42;1,16;;16.871.550.993,00
CNQ;66,14;3,93;8,10;2,36;1,19;57,34;39,88;29,01;;6,55;0,68;0,27;2,35;-66,97;-1,32;0,85;29,07;14,63;24,08;0,50;0,50;0,50;19,44;34,28;;28,20;8,20;;72.211.953.000,00
CNR;24,66;;4,13;2,31;0,52;21,64;21,40;12,93;;4,45;1,95;1,81;0,53;2,45;-0,82;2,43;55,96;12,61;22,67;0,23;0,77;0,98;27,07;67,41;;10,67;5,97;;3.140.549.640,00
CNS;62,18;4,53;21,15;8,63;4,88;88,62;38,05;28,16;14,22;13,85;-1,84;-1,01;5,96;12,13;-15,84;2,39;40,82;23,07;40,17;0,57;0,30;0,82;8,40;13,22;;7,19;2,93;;3.055.873.560,00
CNSL;3,34;;3,80;0,72;0,10;101,13;-20,45;8,94;4,52;-9,99;-8,33;3,60;0,34;3,15;-0,12;1,39;18,89;2,72;-10,21;0,14;0,76;0,30;2,37;16,71;;4,64;0,88;;388.312.965,00
CNSP;1,08;;-0,25;1,78;0,68;;;;-0,25;-0,02;0,24;-1,68;;2,11;-11,47;1,52;-713,49;-271,37;-667,90;0,38;0,62;0,00;;;;0,58;-4,17;;4.538.052,00
CNST;33,99;;-0,01;0,00;0,00;;;;-0,01;2,74;2,75;-1,01;;0,00;-0,13;15,39;-37,36;-35,01;-36,83;0,94;0,06;0,00;;;;7.874,92;-2.942,46;;1.628.596,86
CNTG;1,05;;-0,52;0,81;0,25;13,91;-38,37;-35,96;;-0,11;0,38;-0,63;0,19;0,62;-0,72;2,48;-154,31;-46,83;-98,79;0,30;0,70;1,30;;;;1,32;-2,04;;29.816.406,00
CNTY;5,16;;-36,47;1,08;0,16;46,29;16,61;-0,93;1,34;8,90;6,86;3,63;0,34;2,41;-0,18;1,87;-2,97;-0,43;9,44;0,14;0,86;0,46;22,82;4,97;;4,77;-0,14;;156.528.084,00
CNX;22,75;;1,91;0,93;0,43;77,38;97,76;70,13;1,17;2,25;0,88;0,60;1,34;-12,62;-0,45;0,58;48,53;22,65;32,48;0,47;0,53;0,32;26,62;;;24,67;11,97;;3.674.941.124,00
CNXC;78,91;1,39;10,85;1,44;0,63;35,87;10,29;5,85;4,20;9,14;2,97;0,69;0,63;5,52;-0,85;1,74;13,26;5,77;10,20;0,44;0,56;0,99;26,02;43,20;;54,83;7,27;;4.108.590.648,00
CNXN;54,47;1,06;18,90;1,81;1,23;17,21;3,47;2,56;12,45;11,51;-2,37;-0,31;0,48;2,13;-10,08;2,94;9,56;6,52;9,56;0,68;0,32;2,55;1,42;10,22;;30,24;2,89;;1.430.207.896,00
CO;2,98;;5,05;0,52;0,30;85,26;48,97;40,30;;-6,79;-10,94;-1,36;2,03;0,40;-1,58;10,73;10,26;5,87;10,04;0,57;0,43;0,15;12,16;36,16;;5,75;0,59;;399.065.806,00
COCP;1,92;;-1,01;0,57;0,55;;;;-1,03;0,66;1,66;-0,94;;0,58;-38,30;22,53;-56,39;-53,90;-56,38;0,96;0,04;0,00;;;;3,41;-1,92;;19.533.696,00
CODA;6,03;;16,18;1,35;1,29;67,75;22,10;19,83;12,83;9,26;-5,38;-0,50;3,21;1,69;-6,56;20,94;8,33;7,98;8,34;0,96;0,04;0,40;4,28;5,19;;4,48;0,37;;67.706.793,00
CODI;18,85;5,31;12,85;1,15;0,36;42,09;7,27;4,57;4,11;18,23;10,15;1,44;0,59;1,48;-0,53;3,77;8,94;2,77;4,22;0,31;0,69;0,61;17,69;5,39;;16,37;1,46;;1.354.518.756,00
CODX;1,08;;-0,90;0,33;0,30;69,25;-653,76;-520,08;-0,74;0,75;1,45;-0,67;4,68;0,47;-0,97;15,13;-36,68;-33,63;-55,54;0,92;0,08;0,06;432,39;;;3,36;-1,23;;33.559.901,00
COE;8,82;;-1,20;4,11;1,77;68,92;-15,50;-20,11;;-0,90;0,73;-1,93;0,24;4,18;-120,19;1,76;-341,94;-147,63;-293,84;0,43;0,57;7,34;-35,05;;;2,02;-6,91;;49.315.149,00
COF;96,87;3,10;7,37;0,68;0,08;0,00;20,75;11,26;2,98;-8,91;-12,90;-2,19;0,83;;-0,08;;9,19;1,07;14,35;0,12;0,88;0,10;5,05;30,00;;143,03;13,15;;36.919.713.106,00
COFS;20,47;5,00;6,72;0,87;0,06;0,00;32,42;23,68;3,51;-22,71;-27,54;-4,91;1,59;;-0,06;;13,02;0,94;8,19;0,07;0,93;0,04;24,45;30,83;;23,78;3,10;;154.302.860,00
COG;22,25;;64,25;7,63;3,81;58,59;25,10;17,82;22,80;48,10;2,48;0,42;11,45;1.009,29;-4,16;1,05;11,87;5,92;9,45;0,50;0,50;0,33;1,56;;;2,92;0,35;;17.543.399.650,00
COGT;9,74;;-5,27;2,38;2,12;;;;-5,38;-3,20;2,09;-0,95;;2,69;-14,35;12,99;-45,16;-40,10;-45,16;0,89;0,11;0,00;;;;4,08;-1,84;;833.285.700,00
COHR;32,07;;-18,73;0,97;0,35;31,36;-1,33;-5,03;7,68;-120,90;-50,61;0,70;0,94;2,24;-0,46;3,01;-5,20;-1,89;-1,77;0,36;0,47;0,38;22,09;;;33,16;-1,73;;4.827.753.330,00
COHU;34,63;;17,00;1,77;1,34;47,16;16,10;11,92;9,23;10,27;-2,34;-0,33;2,03;2,73;-3,56;4,75;10,43;7,89;10,02;0,76;0,24;0,66;18,17;24,14;;19,51;2,03;;1.650.250.396,00
COIN;74,94;;-13,91;3,09;0,13;100,00;-50,84;-47,33;-14,75;-11,80;1,24;-0,30;6,58;3,11;-5,25;1,04;-22,21;-0,93;-16,83;0,04;0,96;0,02;;;;24,26;-5,39;;17.906.803.100,00
COKE;642,77;0,74;12,65;4,38;1,51;38,63;10,02;7,34;7,31;9,51;0,27;0,13;0,93;9,21;-2,47;1,74;34,62;11,96;24,75;0,35;0,65;1,63;7,66;34,83;;147,19;50,96;;6.031.882.213,00
COLB;19,65;8,78;16,33;0,86;0,08;0,00;28,29;15,40;7,83;-4,50;-13,33;-1,28;2,51;;-0,08;;5,24;0,47;3,42;0,09;0,91;0,03;9,01;17,26;;23,15;1,21;;4.106.759.052,00
COLL;22,55;;-69,80;3,88;0,64;48,40;14,30;-2,08;3,32;15,78;5,59;2,14;1,45;7,62;-1,15;1,24;-5,56;-0,92;7,51;0,17;0,83;0,44;74,74;;;5,78;-0,32;;782.211.932,00
COLM;72,43;1,66;15,22;2,37;1,59;49,41;10,53;8,19;8,96;10,99;-0,81;-0,16;1,25;3,31;-5,00;3,41;15,58;10,47;15,58;0,67;0,33;1,28;7,03;24,26;;30,57;4,76;;4.431.727.478,00
COMM;3,10;;-0,55;-0,41;0,06;32,41;-6,57;-13,90;8,55;-17,06;-15,89;;0,08;0,39;-0,09;1,99;-74,13;-10,73;-7,63;-0,14;1,04;0,77;15,14;;;-7,63;-5,65;;659.069.334,00
CONN;3,86;;-0,69;0,22;0,06;47,81;-7,01;-10,94;-3,51;-8,07;-6,99;1,39;0,08;0,17;-0,11;3,28;-31,08;-8,02;-8,84;0,26;0,74;0,73;-2,40;;;18,05;-5,61;;94.436.872,00
CONX;10,50;;;;;;;;;2,84;2,84;;;;;0,01;-3,10;3,88;-3,78;-1,25;1,26;0,00;;;;;;;0,00
CONXU;10,70;;;;;;;;;2,84;2,84;;;;;0,01;-3,10;3,88;-3,78;-1,25;1,26;0,00;;;;;;;0,00
CONXW;0,13;;;;;;;;;2,84;2,84;;;;;0,01;-3,10;3,88;-3,78;-1,25;1,26;0,00;;;;;;;0,00
COO;319,57;0,02;57,10;2,09;1,34;65,11;13,68;7,83;18,61;37,96;5,15;0,33;4,47;21,91;-1,57;1,72;3,66;2,35;3,73;0,64;0,36;0,30;9,11;0,68;;152,01;5,56;;15.769.959.163,00
COOLU;10,99;;;;;;;;;-0,03;-0,03;;;;;0,04;-8,70;18,56;-8,70;-2,13;2,16;0,00;;;;;;;0,00
COOP;53,98;;12,37;0,89;0,28;0,00;41,54;14,93;4,26;3,80;-0,63;-0,13;1,85;;-0,28;;7,18;2,23;17,95;0,31;0,69;0,15;12,03;98,43;;61,02;4,38;;3.615.166.880,00
COP;122,69;5,97;11,38;3,10;1,64;45,92;31,98;19,37;5,00;7,33;0,45;0,20;2,21;37,23;-1,93;1,41;27,20;14,43;21,37;0,53;0,47;0,74;19,22;;;39,69;10,80;;146.740.510.378,00
CORE;45,65;;31,25;3,20;0,97;5,34;0,58;0,38;;24,80;4,01;0,62;0,12;2,95;-3,36;1,85;10,23;3,09;7,03;0,30;0,70;8,06;8,91;4,18;;14,28;1,46;;2.062.540.040,00
CORT;32,98;;35,89;8,02;6,45;98,65;25,38;22,02;31,31;27,80;-3,34;-0,86;7,90;9,96;-36,76;4,65;22,36;17,97;22,44;0,80;0,20;0,82;20,34;-4,72;;4,11;0,92;;3.384.037.800,00
COST;568,64;0,68;41,66;11,06;3,77;12,07;3,49;2,58;24,90;29,92;-0,87;-0,31;1,08;138,97;-7,75;1,06;26,55;9,05;20,97;0,34;0,66;3,51;11,96;16,88;;51,44;13,65;;251.748.231.365,00
COTY;11,12;;18,58;2,48;0,75;63,87;17,33;9,15;6,79;13,93;4,11;1,04;1,70;-13,78;-0,89;0,75;13,33;4,01;9,71;0,30;0,68;0,44;-4,08;;;4,47;0,60;;9.457.610.777,00
COUP;80,97;;-18,27;21,73;1,93;59,84;-34,02;-41,25;-79,54;-26,83;-4,68;4,59;7,54;12,60;-2,97;1,78;-118,89;-10,57;-11,75;0,09;0,91;0,26;40,23;;;3,73;-4,43;;6.165.930.276,00
COUR;18,47;;-18,16;4,40;3,00;57,36;-25,23;-26,19;-20,14;-14,49;4,29;-1,00;4,75;4,99;-33,75;2,94;-24,24;-16,53;-21,23;0,68;0,32;0,63;;;;4,19;-1,01;;2.748.330.432,00
COWN;38,99;0,62;9,05;1,05;0,12;100,00;27,15;8,73;2,70;1,68;-1,23;-0,44;0,79;;-0,12;;11,56;1,37;18,20;0,12;0,87;0,16;32,16;;;37,29;4,31;;1.101.167.277,00
COWNL;25,22;3,84;5,85;0,68;0,08;100,00;27,15;8,73;1,75;1,68;-1,23;-0,44;0,51;;-0,08;;11,56;1,37;18,20;0,12;0,87;0,16;32,16;;;37,29;4,31;;1.101.167.277,00
COWNZ;25,19;;5,84;0,68;0,08;100,00;27,15;8,73;1,75;1,68;-1,23;-0,44;0,51;;-0,08;;11,56;1,37;18,20;0,12;0,87;0,16;32,16;;;37,29;4,31;;1.101.167.277,00
CP;74,69;1,32;22,20;2,31;1,17;65,34;-24,21;42,10;-68,06;-48,02;-9,46;0,57;9,35;-65,14;-1,21;0,67;10,40;5,27;-15,21;0,51;0,49;0,13;5,17;6,95;;32,52;3,38;;69.868.867.107,00
CPA;88,45;2,77;49,79;2,69;0,79;60,40;6,53;3,90;;33,20;3,54;0,32;1,94;-94,48;-1,10;0,97;5,41;1,59;4,16;0,29;0,71;0,41;3,29;-0,82;;32,99;1,79;;3.481.681.190,00
CPAC;5,05;10,55;8,80;1,24;0,49;30,94;17,95;9,06;;5,68;1,24;0,35;0,80;11,00;-0,78;1,14;14,13;5,57;13,80;0,39;0,61;0,62;8,05;13,26;;4,02;0,57;;428.107.000,00
CPAH;3,48;;-158,21;6,16;1,67;83,25;1,60;-1,10;80,23;106,03;-2,50;-0,14;1,73;-6,11;-2,68;0,58;-3,89;-1,05;3,53;0,27;0,73;0,96;-1,62;;;0,56;-0,02;;22.465.644,60
CPB;41,25;3,59;14,34;3,36;1,02;31,17;14,06;9,17;7,23;12,77;3,42;1,23;1,32;-76,43;-1,23;0,93;23,44;7,12;12,53;0,30;0,70;0,78;7,18;26,87;;12,28;2,88;;12.299.271.794,00
CPE;39,38;;2,62;0,76;0,41;70,14;34,10;38,57;1,92;5,45;2,50;0,64;1,01;18,31;-0,47;1,22;28,99;15,64;12,21;0,54;0,46;0,41;54,55;58,64;;51,98;15,07;;2.681.312.116,00
CPF;16,22;6,36;6,55;0,93;0,06;0,00;32,52;22,26;4,03;-12,13;-16,58;-3,43;1,46;;-0,06;;14,18;0,89;16,07;0,06;0,94;0,04;5,07;12,40;;17,61;2,50;;438.609.886,00
CPG;8,36;4,25;2,77;0,81;0,56;76,71;38,81;53,27;;4,16;0,36;0,08;1,48;-11,92;-0,61;0,61;29,21;20,18;8,96;0,69;0,31;0,38;5,25;;;10,31;3,01;;4.476.505.975,00
CPHC;20,00;1,75;8,19;1,25;0,97;94,97;25,71;18,52;5,01;4,06;-1,84;-0,39;1,52;3,82;-1,55;3,01;15,22;11,79;14,50;0,77;0,23;0,64;3,25;12,93;;16,05;2,44;;98.676.000,00
CPIX;1,91;;-14,72;0,74;0,31;81,19;-2,63;-4,59;7,97;-20,87;4,76;-0,14;0,68;1,64;-0,60;1,62;-5,02;-2,09;-2,27;0,42;0,58;0,45;0,42;;;2,59;-0,13;;27.448.992,00
CPK;100,77;2,22;20,40;2,08;0,82;35,87;21,95;13,14;7,91;17,36;5,15;0,88;2,68;-15,21;-0,87;0,54;10,22;4,00;7,11;0,39;0,61;0,30;8,65;9,09;;48,56;4,96;;1.800.848.073,00
CPLP;14,27;4,31;2,47;0,51;0,15;69,70;62,43;51,03;;10,40;8,35;2,10;1,26;-3,67;-0,15;0,42;20,54;5,97;7,93;0,29;0,71;0,12;20,72;51,35;;27,38;5,62;;280.373.370,00
CPNG;16,95;;70,64;10,91;2,83;24,73;2,36;1,94;39,72;51,12;-6,92;-1,30;1,37;28,22;-7,63;1,19;15,45;4,01;11,85;0,26;0,74;2,06;;;;1,56;0,24;;30.234.455.715,00
CPRI;52,74;;7,37;2,75;0,81;65,46;15,40;13,88;5,76;8,02;1,37;0,57;1,02;11,64;-1,12;1,34;37,29;10,97;22,11;0,29;0,71;0,79;4,70;8,25;;19,14;7,14;;6.118.170.912,00
